packages,url
"[{""manager"":cargo,""name"":rsfetch},{""manager"":freebsd12,""name"":sysutils/rsfetch}]",https://github.com/rsfetch/rsfetch
"[{""manager"":cargo,""name"":async-std-lite},{""manager"":cargo,""name"":lib-did},{""manager"":cargo,""name"":one},{""manager"":cargo,""name"":utils_did},{""manager"":cargo,""name"":solana-oracle},{""manager"":cargo,""name"":artillery},{""manager"":clojars,""name"":encoder},{""manager"":clojars,""name"":jobryant/pack}]",https://github.com/
"[{""manager"":cargo,""name"":ivf},{""manager"":freebsd12,""name"":multimedia/librav1e},{""manager"":freebsd12,""name"":multimedia/rav1e}]",https://github.com/xiph/rav1e
"[{""manager"":cargo,""name"":lychee},{""manager"":cargo,""name"":lychee-lib},{""manager"":freebsd12,""name"":www/lychee}]",https://github.com/lycheeverse/lychee
"[{""manager"":cargo,""name"":kalker},{""manager"":freebsd12,""name"":math/kalker}]",https://github.com/PaddiM8/kalker
"[{""manager"":cargo,""name"":inputplug},{""manager"":freebsd12,""name"":x11/inputplug}]",https://github.com/andrewshadura/inputplug
"[{""manager"":cargo,""name"":menhir},{""manager"":netbsd9,""name"":devel/menhir}]",http://gallium.inria.fr/~fpottier/menhir/
"[{""manager"":cargo,""name"":miniserver},{""manager"":cargo,""name"":miniserve},{""manager"":freebsd12,""name"":www/miniserve}]",https://github.com/svenstaro/miniserve
"[{""manager"":cargo,""name"":kickoff},{""manager"":freebsd12,""name"":x11/kickoff}]",https://github.com/j0ru/kickoff
"[{""manager"":cargo,""name"":potnet},{""manager"":freebsd12,""name"":sysutils/potnet}]",https://github.com/pizzamig/potnet
"[{""manager"":cargo,""name"":invalidstring},{""manager"":cargo,""name"":gitui},{""manager"":cargo,""name"":asyncgit},{""manager"":cargo,""name"":filetreelist},{""manager"":freebsd12,""name"":devel/gitui}]",https://github.com/extrawurst/gitui
"[{""manager"":cargo,""name"":htmlq},{""manager"":freebsd12,""name"":textproc/htmlq}]",https://github.com/mgdm/htmlq
"[{""manager"":cargo,""name"":handlr-regex},{""manager"":freebsd12,""name"":sysutils/handlr}]",https://github.com/Anomalocaridid/handlr-regex
"[{""manager"":cargo,""name"":kibi},{""manager"":freebsd12,""name"":editors/kibi}]",https://github.com/ilai-deutel/kibi
"[{""manager"":cargo,""name"":savage},{""manager"":cargo,""name"":savage_core},{""manager"":cargo,""name"":savage_macros},{""manager"":freebsd12,""name"":math/savage}]",https://github.com/p-e-w/savage
"[{""manager"":cargo,""name"":gstat},{""manager"":cargo,""name"":freebsd-libgeom},{""manager"":cargo,""name"":freebsd-libgeom-sys},{""manager"":freebsd12,""name"":sysutils/gstat-rs}]",https://github.com/asomers/gstat-rs
"[{""manager"":cargo,""name"":git-cinnabar},{""manager"":freebsd12,""name"":devel/git-cinnabar}]",https://github.com/glandium/git-cinnabar
"[{""manager"":cargo,""name"":grep-index},{""manager"":cargo,""name"":ripgrep},{""manager"":freebsd12,""name"":textproc/ripgrep},{""manager"":openbsd69,""name"":textproc/ripgrep}]",https://github.com/BurntSushi/ripgrep
"[{""manager"":cargo,""name"":git-absorb},{""manager"":freebsd12,""name"":devel/git-absorb}]",https://github.com/tummychow/git-absorb
"[{""manager"":cargo,""name"":svgbob_server},{""manager"":cargo,""name"":svgbob_cli},{""manager"":cargo,""name"":svgbob},{""manager"":freebsd12,""name"":graphics/svgbob}]",https://github.com/ivanceras/svgbob
"[{""manager"":cargo,""name"":ztop},{""manager"":freebsd12,""name"":sysutils/ztop}]",https://github.com/asomers/ztop
"[{""manager"":cargo,""name"":diskonaut},{""manager"":freebsd12,""name"":sysutils/diskonaut}]",https://github.com/imsnif/diskonaut
"[{""manager"":cargo,""name"":diskus},{""manager"":freebsd12,""name"":sysutils/diskus}]",https://github.com/sharkdp/diskus
"[{""manager"":cargo,""name"":deno_cli},{""manager"":cargo,""name"":deno_crypto},{""manager"":cargo,""name"":deno_bench_util},{""manager"":cargo,""name"":deno-x86_64-pc-windows-msvc},{""manager"":cargo,""name"":deno-x86_64-unknown-linux-gnu},{""manager"":cargo,""name"":deno_webstorage},{""manager"":cargo,""name"":deno_ffi},{""manager"":cargo,""name"":deno_tls},{""manager"":cargo,""name"":deno_typescript},{""manager"":cargo,""name"":deno_runtime},{""manager"":cargo,""name"":deno_http},{""manager"":cargo,""name"":deno-x86_64-apple-darwin},{""manager"":cargo,""name"":deno_file},{""manager"":cargo,""name"":deno_3p_lib},{""manager"":cargo,""name"":deno_lib_bindings},{""manager"":cargo,""name"":deno_cli_snapshots},{""manager"":cargo,""name"":deno_web},{""manager"":cargo,""name"":deno_url},{""manager"":cargo,""name"":deno_console},{""manager"":cargo,""name"":deno_websocket},{""manager"":cargo,""name"":deno_timers},{""manager"":cargo,""name"":deno_simple_runtime},{""manager"":cargo,""name"":deno},{""manager"":cargo,""name"":serde_v8},{""manager"":cargo,""name"":deno_broadcast_channel},{""manager"":cargo,""name"":deno_fetch},{""manager"":cargo,""name"":deno_net},{""manager"":cargo,""name"":deno_webidl},{""manager"":cargo,""name"":deno_core},{""manager"":freebsd12,""name"":www/deno}]",https://github.com/denoland/deno
"[{""manager"":cargo,""name"":cranelift-reader},{""manager"":cargo,""name"":cranelift-simplejit},{""manager"":cargo,""name"":cranelift-faerie},{""manager"":cargo,""name"":cranelift-interpreter},{""manager"":cargo,""name"":cranelift-serde},{""manager"":cargo,""name"":wiggle-runtime},{""manager"":cargo,""name"":wiggle-test},{""manager"":cargo,""name"":wasmtime-api},{""manager"":cargo,""name"":wasmtime-interface-types},{""manager"":cargo,""name"":wasmtime-wasi-c},{""manager"":cargo,""name"":wasmtime-wiggle-macro},{""manager"":cargo,""name"":wasi-tokio},{""manager"":cargo,""name"":substrate-wasmtime-profiling},{""manager"":cargo,""name"":cranelift},{""manager"":cargo,""name"":cranelift-object},{""manager"":cargo,""name"":wasmtime-debug},{""manager"":cargo,""name"":substrate-wasmtime-jit},{""manager"":cargo,""name"":cranelift-preopt},{""manager"":cargo,""name"":substrate-wasmtime-runtime},{""manager"":cargo,""name"":lightbeam},{""manager"":cargo,""name"":wig},{""manager"":cargo,""name"":wasi-common-cbindgen},{""manager"":cargo,""name"":wiggle-macro},{""manager"":cargo,""name"":wasmtime-wasi-crypto},{""manager"":cargo,""name"":wasmtime-py},{""manager"":cargo,""name"":wasmtime-jit-debug},{""manager"":cargo,""name"":wasmtime-rust-macro},{""manager"":cargo,""name"":wiggle-borrow},{""manager"":cargo,""name"":wasmtime-profiling},{""manager"":cargo,""name"":wasmtime-cli},{""manager"":cargo,""name"":wasmtime-wast},{""manager"":cargo,""name"":wasmtime-wasi-nn},{""manager"":cargo,""name"":wasmtime-rust},{""manager"":cargo,""name"":wasmtime-wiggle},{""manager"":cargo,""name"":wasmtime-cache},{""manager"":cargo,""name"":cranelift-module},{""manager"":cargo,""name"":wasmtime-jit},{""manager"":cargo,""name"":wasmtime-types},{""manager"":cargo,""name"":cranelift-native},{""manager"":cargo,""name"":cranelift-codegen},{""manager"":cargo,""name"":cranelift-codegen-shared},{""manager"":cargo,""name"":wasmtime-runtime},{""manager"":cargo,""name"":cranelift-bforest},{""manager"":cargo,""name"":wasmtime-cranelift},{""manager"":cargo,""name"":cranelift-frontend},{""manager"":cargo,""name"":wasmtime},{""manager"":cargo,""name"":wasmtime-lightbeam},{""manager"":cargo,""name"":cranelift-entity},{""manager"":cargo,""name"":wasmtime-environ},{""manager"":cargo,""name"":cranelift-wasm},{""manager"":cargo,""name"":wasmtime-obj},{""manager"":cargo,""name"":cranelift-codegen-meta},{""manager"":cargo,""name"":wasmtime-fiber},{""manager"":cargo,""name"":wasi-common},{""manager"":cargo,""name"":wiggle-generate},{""manager"":cargo,""name"":wiggle},{""manager"":cargo,""name"":wasi-cap-std-sync},{""manager"":cargo,""name"":wasmtime-wasi},{""manager"":cargo,""name"":substrate-wasmtime},{""manager"":cargo,""name"":cranelift-jit},{""manager"":cargo,""name"":yanix},{""manager"":conan,""name"":wasmtime}]",https://github.com/bytecodealliance/wasmtime
"[{""manager"":cargo,""name"":cln-grpc},{""manager"":cargo,""name"":cln-rpc},{""manager"":freebsd12,""name"":net-p2p/c-lightning}]",https://github.com/ElementsProject/lightning
"[{""manager"":cargo,""name"":zoxide},{""manager"":freebsd12,""name"":sysutils/zoxide}]",https://github.com/ajeetdsouza/zoxide
"[{""manager"":cargo,""name"":colloquy},{""manager"":freebsd12,""name"":devel/notcurses}]",https://github.com/dankamongmen/notcurses
"[{""manager"":cargo,""name"":cloak},{""manager"":freebsd12,""name"":security/cloak}]",https://github.com/evansmurithi/cloak
"[{""manager"":cargo,""name"":yume},{""manager"":freebsd12,""name"":net-im/yume}]",https://github.com/yamafaktory/yume
"[{""manager"":cargo,""name"":xls2txt},{""manager"":freebsd12,""name"":databases/xls2txt}]",https://github.com/masklinn/xls2txt
"[{""manager"":cargo,""name"":tmux},{""manager"":cargo,""name"":zellij},{""manager"":freebsd12,""name"":sysutils/zellij}]",https://github.com/zellij-org/zellij
"[{""manager"":cargo,""name"":rx-editor},{""manager"":freebsd12,""name"":graphics/rx}]",https://github.com/cloudhead/rx
"[{""manager"":cargo,""name"":czkawka_gui},{""manager"":cargo,""name"":czkawka_cli},{""manager"":cargo,""name"":czkawka_gui_orbtk},{""manager"":cargo,""name"":czkawka_core},{""manager"":freebsd12,""name"":sysutils/czkawka}]",https://github.com/qarmin/czkawka
"[{""manager"":cargo,""name"":bddisasm-sys},{""manager"":cargo,""name"":bddisasm},{""manager"":vcpkg,""name"":bddisasm}]",https://github.com/bitdefender/bddisasm
"[{""manager"":cargo,""name"":s2n-tls-tokio},{""manager"":cargo,""name"":s2n-tls-sys},{""manager"":cargo,""name"":s2n-tls},{""manager"":conan,""name"":s2n},{""manager"":vcpkg,""name"":s2n},{""manager"":freebsd12,""name"":security/s2n}]",https://github.com/aws/s2n-tls
"[{""manager"":cargo,""name"":vaultwarden},{""manager"":freebsd12,""name"":security/vaultwarden}]",https://github.com/dani-garcia/vaultwarden
"[{""manager"":cargo,""name"":cryptoballot},{""manager"":freebsd12,""name"":misc/cryptoballot}]",https://github.com/cryptoballot/cryptoballot
"[{""manager"":cargo,""name"":websocat},{""manager"":freebsd12,""name"":www/websocat}]",https://github.com/vi/websocat
"[{""manager"":cargo,""name"":vivid},{""manager"":freebsd12,""name"":sysutils/vivid}]",https://github.com/sharkdp/vivid
"[{""manager"":cargo,""name"":bandwhich},{""manager"":freebsd12,""name"":net-mgmt/bandwhich}]",https://github.com/imsnif/bandwhich
"[{""manager"":cargo,""name"":av1an-cli},{""manager"":cargo,""name"":av1an-core},{""manager"":cargo,""name"":av1an},{""manager"":freebsd12,""name"":multimedia/av1an}]",https://github.com/master-of-zen/Av1an
"[{""manager"":cargo,""name"":breakpad},{""manager"":conan,""name"":sentry-breakpad}]",https://github.com/getsentry/breakpad
"[{""manager"":cargo,""name"":alacritty},{""manager"":cargo,""name"":alacritty_terminal},{""manager"":cargo,""name"":alacritty_config_derive},{""manager"":freebsd12,""name"":x11/alacritty},{""manager"":netbsd9,""name"":x11/alacritty}]",https://github.com/alacritty/alacritty
"[{""manager"":cargo,""name"":bsll_crate},{""manager"":netbsd9,""name"":lang/rust},{""manager"":netbsd9,""name"":lang/rust-src}]",https://www.rust-lang.org/
"[{""manager"":cargo,""name"":bupstash},{""manager"":freebsd12,""name"":sysutils/bupstash}]",https://github.com/andrewchambers/bupstash
"[{""manager"":cargo,""name"":ab-av1},{""manager"":freebsd12,""name"":multimedia/ab-av1}]",https://github.com/alexheretic/ab-av1
"[{""manager"":cargo,""name"":sandboxfs},{""manager"":freebsd12,""name"":sysutils/fusefs-sandboxfs}]",https://github.com/bazelbuild/sandboxfs
"[{""manager"":cargo,""name"":mcfly},{""manager"":freebsd12,""name"":sysutils/mcfly}]",https://github.com/cantino/mcfly
"[{""manager"":cargo,""name"":viu},{""manager"":freebsd12,""name"":graphics/viu}]",https://github.com/atanunq/viu
"[{""manager"":cargo,""name"":bingrep},{""manager"":freebsd12,""name"":devel/bingrep}]",https://github.com/m4b/bingrep
"[{""manager"":cargo,""name"":qlog},{""manager"":cargo,""name"":octets},{""manager"":cargo,""name"":quiche},{""manager"":freebsd12,""name"":net/quiche}]",https://github.com/cloudflare/quiche
"[{""manager"":cargo,""name"":librespot-playback},{""manager"":cargo,""name"":librespot},{""manager"":cargo,""name"":librespot-core},{""manager"":cargo,""name"":librespot-connect},{""manager"":cargo,""name"":librespot-metadata},{""manager"":cargo,""name"":librespot-protocol},{""manager"":cargo,""name"":librespot-discovery},{""manager"":freebsd12,""name"":multimedia/librespot}]",https://github.com/librespot-org/librespot
"[{""manager"":cargo,""name"":axe_fx_midi},{""manager"":clojars,""name"":bspaulding/axe-fx-midi}]",https://github.com/bspaulding/axe-fx-midi
"[{""manager"":cargo,""name"":lsd},{""manager"":freebsd12,""name"":sysutils/lsd}]",https://github.com/Peltoche/lsd
"[{""manager"":cargo,""name"":wezterm-color-types},{""manager"":cargo,""name"":wezterm-bidi},{""manager"":cargo,""name"":portable-pty},{""manager"":cargo,""name"":wezterm-ssh},{""manager"":cargo,""name"":filedescriptor},{""manager"":cargo,""name"":termwiz},{""manager"":cargo,""name"":vtparse},{""manager"":cargo,""name"":tabout},{""manager"":freebsd12,""name"":x11/wezterm}]",https://github.com/wez/wezterm
"[{""manager"":cargo,""name"":tree-sitter},{""manager"":cargo,""name"":tree-sitter-loader},{""manager"":cargo,""name"":tree-sitter-config},{""manager"":cargo,""name"":tree-sitter-tags},{""manager"":cargo,""name"":tree-sitter-cli},{""manager"":cargo,""name"":tree-sitter-highlight},{""manager"":freebsd12,""name"":devel/tree-sitter}]",https://github.com/tree-sitter/tree-sitter
"[{""manager"":cargo,""name"":oi},{""manager"":cargo,""name"":snd},{""manager"":cargo,""name"":src},{""manager"":cargo,""name"":just},{""manager"":freebsd12,""name"":deskutils/just}]",https://github.com/casey/just
"[{""manager"":cargo,""name"":apache-avro},{""manager"":vcpkg,""name"":avro-c},{""manager"":vcpkg,""name"":avro-cpp}]",https://github.com/apache/avro
"[{""manager"":cargo,""name"":jwt-cli},{""manager"":freebsd12,""name"":www/jwt-cli}]",https://github.com/mike-engel/jwt-cli
"[{""manager"":cargo,""name"":proby},{""manager"":freebsd12,""name"":net/proby}]",https://github.com/svenstaro/proby
"[{""manager"":cargo,""name"":xsv},{""manager"":freebsd12,""name"":textproc/xsv-rs}]",https://github.com/BurntSushi/xsv
"[{""manager"":cargo,""name"":girt-config},{""manager"":cargo,""name"":girt-display},{""manager"":cargo,""name"":girt-core},{""manager"":cargo,""name"":girt-input},{""manager"":cargo,""name"":girt-view},{""manager"":cargo,""name"":girt-todo-file},{""manager"":cargo,""name"":girt-git},{""manager"":cargo,""name"":git-interactive-rebase-tool},{""manager"":freebsd12,""name"":devel/interactive_rebase_tool}]",https://github.com/MitMaro/git-interactive-rebase-tool
"[{""manager"":cargo,""name"":exa},{""manager"":freebsd12,""name"":sysutils/exa},{""manager"":openbsd69,""name"":sysutils/exa}]",https://github.com/ogham/exa
"[{""manager"":cargo,""name"":jless},{""manager"":freebsd12,""name"":textproc/jless}]",https://github.com/PaulJuliusMartinez/jless
"[{""manager"":cargo,""name"":tbb},{""manager"":conan,""name"":tbb},{""manager"":conan,""name"":onetbb},{""manager"":freebsd12,""name"":devel/tbb},{""manager"":freebsd12,""name"":devel/onetbb},{""manager"":openbsd69,""name"":devel/tbb}]",https://github.com/oneapi-src/oneTBB
"[{""manager"":cargo,""name"":fselect},{""manager"":freebsd12,""name"":sysutils/fselect}]",https://github.com/jhspetersson/fselect
"[{""manager"":cargo,""name"":hexyl},{""manager"":freebsd12,""name"":sysutils/hexyl}]",https://github.com/sharkdp/hexyl
"[{""manager"":cargo,""name"":dtool},{""manager"":freebsd12,""name"":devel/dtool}]",https://github.com/guoxbin/dtool
"[{""manager"":cargo,""name"":ncspot},{""manager"":freebsd12,""name"":audio/ncspot},{""manager"":openbsd69,""name"":audio/ncspot}]",https://github.com/hrkfdn/ncspot
"[{""manager"":cargo,""name"":hyperfine},{""manager"":freebsd12,""name"":benchmarks/hyperfine},{""manager"":openbsd69,""name"":benchmarks/hyperfine}]",https://github.com/sharkdp/hyperfine
"[{""manager"":cargo,""name"":genact},{""manager"":freebsd12,""name"":games/genact}]",https://github.com/svenstaro/genact
"[{""manager"":cargo,""name"":imagequant-sys},{""manager"":cargo,""name"":imagequant},{""manager"":freebsd12,""name"":graphics/libimagequant},{""manager"":openbsd69,""name"":graphics/libimagequant}]",https://github.com/ImageOptim/libimagequant
"[{""manager"":cargo,""name"":fifthtry-mdbook},{""manager"":cargo,""name"":mdbook},{""manager"":freebsd12,""name"":textproc/mdbook},{""manager"":openbsd69,""name"":textproc/mdbook}]",https://github.com/rust-lang/mdBook
"[{""manager"":cargo,""name"":gifski},{""manager"":freebsd12,""name"":graphics/gifski}]",https://github.com/ImageOptim/gifski
"[{""manager"":cargo,""name"":leftwm},{""manager"":cargo,""name"":leftwm-core},{""manager"":freebsd12,""name"":x11-wm/leftwm}]",https://github.com/leftwm/leftwm
"[{""manager"":cargo,""name"":git-delta-lib},{""manager"":cargo,""name"":git-delta},{""manager"":freebsd12,""name"":devel/git-delta}]",https://github.com/dandavison/delta
"[{""manager"":cargo,""name"":tree-sitter-c},{""manager"":conan,""name"":tree-sitter-c}]",https://github.com/tree-sitter/tree-sitter-c
"[{""manager"":cargo,""name"":tealdeer},{""manager"":netbsd9,""name"":sysutils/tealdeer}]",https://github.com/dbrgn/tealdeer/
"[{""manager"":cargo,""name"":glad-sys},{""manager"":conan,""name"":glad},{""manager"":vcpkg,""name"":glad},{""manager"":freebsd12,""name"":graphics/glad},{""manager"":netbsd9,""name"":graphics/glad}]",https://github.com/Dav1dde/glad
"[{""manager"":cargo,""name"":spotifyd},{""manager"":freebsd12,""name"":audio/spotifyd}]",https://github.com/Spotifyd/spotifyd
"[{""manager"":cargo,""name"":spotify-tui},{""manager"":freebsd12,""name"":audio/spotify-tui}]",https://github.com/Rigellute/spotify-tui
"[{""manager"":cargo,""name"":onefetch},{""manager"":freebsd12,""name"":sysutils/onefetch}]",https://github.com/o2sh/onefetch
"[{""manager"":cargo,""name"":pastel},{""manager"":freebsd12,""name"":graphics/pastel}]",https://github.com/sharkdp/pastel
"[{""manager"":cargo,""name"":krill},{""manager"":freebsd12,""name"":net/krill}]",https://github.com/NLnetLabs/krill
"[{""manager"":cargo,""name"":fd-find},{""manager"":freebsd12,""name"":sysutils/fd}]",https://github.com/sharkdp/fd
"[{""manager"":cargo,""name"":sbp},{""manager"":conan,""name"":sbp},{""manager"":vcpkg,""name"":sbp}]",https://github.com/swift-nav/libsbp
"[{""manager"":cargo,""name"":encrypted-dns},{""manager"":freebsd12,""name"":dns/encrypted-dns-server}]",https://github.com/jedisct1/encrypted-dns-server
"[{""manager"":cargo,""name"":elfcat},{""manager"":freebsd12,""name"":devel/elfcat}]",https://github.com/ruslashev/elfcat
"[{""manager"":cargo,""name"":gpg-tui},{""manager"":freebsd12,""name"":security/gpg-tui}]",https://github.com/orhun/gpg-tui
"[{""manager"":cargo,""name"":grex},{""manager"":freebsd12,""name"":devel/grex}]",https://github.com/pemistahl/grex
"[{""manager"":cargo,""name"":grcov},{""manager"":freebsd12,""name"":devel/grcov}]",https://github.com/mozilla/grcov
"[{""manager"":cargo,""name"":du-dust},{""manager"":freebsd12,""name"":sysutils/dust}]",https://github.com/bootandy/dust
